Index	Entry	Entry.name	Protein.names	Gene.names
416045	A6VF42	RSMG_PSEA7	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.170) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	rsmG PSPA7_6366
241333	A6VF43	MNMG_PSEA7	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	mnmG gidA PSPA7_6367
240724	A6VF44	MNME_PSEA7	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE PSPA7_6368
541690	A6VF45	YIDC_PSEA7	Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC)	yidC PSPA7_6369
386192	A6VF46	RNPA_PSEA7	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA PSPA7_6370
372292	A6VF47	RL34_PSEA7	50S ribosomal protein L34	rpmH PSPA7_6371
40023	B3EWN9	AZUR_PSEAI	Azurin	
170973	B3EWP0	HFQ_PSEAI	RNA-binding protein Hfq	hfq
537297	B3EWP1	YCLC_PSEAI	UPF0065 protein in clcB-clcD intergenic region	
346385	B7UUT0	RHLB_PSEA8	ATP-dependent RNA helicase RhlB (EC 3.6.4.13)	rhlB PLES_11131
264466	B7UUU2	NDPA_PSEA8	Nucleoid-associated protein PLES_11251	PLES_11251
14045	B7UUU9	ALGL_PSEA8	Alginate lyase (EC 4.2.2.3) (Poly(beta-D-mannuronate) lyase)	algL PLES_14861
514382	B7UUV7	Y1494_PSEA8	UPF0246 protein PLES_14941	PLES_14941
259691	B7UUY3	NADK_PSEA8	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK PLES_19721
182477	B7UUZ6	HTPX_PSEA8	Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	htpX PLES_22351
247853	B7UUZ9	MSRB_PSEA8	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)	msrB PLES_22381
170598	B7UV14	HFLD_PSEA8	High frequency lysogenization protein HflD homolog	hflD PLES_24781
239923	B7UV15	MNMA_PSEA8	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA PLES_24791
31013	B7UV23	ATE_PSEA8	Putative arginyl-tRNA--protein transferase (Arginyltransferase) (R-transferase) (EC 2.3.2.8)	ate PLES_24871
214173	B7UV24	LFTR_PSEA8	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6) (L/F-transferase) (Leucyltransferase) (Phenyalanyltransferase)	aat PLES_24881
250019	B7UV36	MTNC_PSEA8	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)	mtnC PLES_36421
249929	B7UV38	MTNB_PSEA8	Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109)	mtnB PLES_36441
25984	B7UV40	AROC_PSEA8	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC PLES_36461
170180	B7UV48	HEMTB_PSEA8	Bacteriohemerythrin	PLES_36541
428632	B7UV78	SELU_PSEA8	tRNA 2-selenouridine synthase (EC 2.9.1.-) (Selenophosphate-dependent tRNA 2-selenouridine synthase)	selU PLES_36841
153871	B7UV83	GLSA_PSEA8	Glutaminase (EC 3.5.1.2)	glsA PLES_36891
202647	B7UV86	KDPC_PSEA8	Potassium-transporting ATPase KdpC subunit (ATP phosphohydrolase [potassium-transporting] C chain) (Potassium-binding and translocating subunit C) (Potassium-translocating ATPase C chain)	kdpC PLES_36921
157174	B7UVA7	GPDA_PSEA8	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA PLES_37131
125164	B7UVB1	FABA_PSEA8	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA PLES_37171
443724	B7UVD3	SUCC_PSEA8	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PLES_37391
524646	B7UVE8	Y3754_PSEA8	UPF0345 protein PLES_37541	PLES_37541
484747	B7UVF9	TUSA_PSEA8	Sulfurtransferase TusA homolog (EC 2.8.1.-)	tusA PLES_37651
381653	B7UVG0	RLMM_PSEA8	Ribosomal RNA large subunit methyltransferase M (EC 2.1.1.186) (23S rRNA (cytidine2498-2'-O)-methyltransferase) (23S rRNA 2'-O-ribose methyltransferase RlmM)	rlmM PLES_37661
19473	B7UVH9	APT_PSEA8	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt PLES_37851
341791	B7UVI8	RECR_PSEA8	Recombination protein RecR	recR PLES_37941
524752	B7UVI9	Y3795_PSEA8	Nucleoid-associated protein PLES_37951	PLES_37951
103013	B7UVJ3	DNLJ_PSEA8	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA PLES_37991
551642	B7UVJ4	ZIPA_PSEA8	Cell division protein ZipA	zipA PLES_38001
6211	B7UVK3	ACEK_PSEA8	Isocitrate dehydrogenase kinase/phosphatase (IDH kinase/phosphatase) (IDHK/P) (EC 2.7.11.5) (EC 3.1.3.-)	aceK PLES_38091
294553	B7UVK4	PDXB_PSEA8	Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)	pdxB PLES_38101
301329	B7UVR5	PHNX_PSEA8	Phosphonoacetaldehyde hydrolase (Phosphonatase) (EC 3.11.1.1) (Phosphonoacetaldehyde phosphonohydrolase)	phnX PLES_38711
380525	B7UVS7	RLMF_PSEA8	Ribosomal RNA large subunit methyltransferase F (EC 2.1.1.181) (23S rRNA mA1618 methyltransferase) (rRNA adenine N-6-methyltransferase)	rlmF PLES_11341
15640	B7UVT6	AMPA_PSEA8	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA PLES_11431
333047	B7UVU3	QUEA_PSEA8	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	queA PLES_11501
465331	B7UVU4	TGT_PSEA8	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt PLES_11511
328869	B7UVV3	PYRC_PSEA8	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC PLES_15061
29691	B7UVV5	ASSY_PSEA8	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG PLES_15081
121517	B7UVW8	ETCE_PSEA8	Electron transport complex subunit E	PLES_15211
121570	B7UVW9	ETCG_PSEA8	Electron transport complex subunit G	PLES_15221
121458	B7UVX0	ETCD_PSEA8	Electron transport complex subunit D	PLES_15231
217791	B7UW08	LOLA_PSEA8	Outer-membrane lipoprotein carrier protein	lolA PLES_24911
456542	B7UW10	SYS_PSEA8	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS PLES_24931
86343	B7UW11	CYSG_PSEA8	Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]	cysG PLES_24941
524952	B7UW21	Y3883_PSEA8	UPF0260 protein PLES_38831	PLES_38831
524962	B7UW25	Y3887_PSEA8	YcgL domain-containing protein PLES_38871	PLES_38871
14410	B7UW33	ALLC_PSEA8	Probable allantoicase (EC 3.5.3.4) (Allantoate amidinohydrolase)	alc PLES_38951
14301	B7UW34	ALLA_PSEA8	Ureidoglycolate lyase (EC 4.3.2.3) (Ureidoglycolatase)	allA PLES_38961
55425	B7UW72	CCME_PSEA8	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	ccmE cycJ PLES_39341
71774	B7UWH1	COBT_PSEA8	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (NN:DBI PRT) (EC 2.4.2.21) (N(1)-alpha-phosphoribosyltransferase)	cobT PLES_40331
71320	B7UWH3	COBQ_PSEA8	Cobyric acid synthase	cobQ PLES_40351
194395	B7UWH7	ISCS_PSEA8	Cysteine desulfurase IscS (EC 2.8.1.7)	iscS PLES_11601
179680	B7UWI0	HSCB_PSEA8	Co-chaperone protein HscB homolog	hscB PLES_11631
179511	B7UWI1	HSCA_PSEA8	Chaperone protein HscA homolog	hscA PLES_11641
264122	B7UWI4	NDK_PSEA8	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk PLES_11671
196502	B7UWI8	ISPG_PSEA8	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG PLES_11711
451245	B7UWI9	SYH_PSEA8	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	hisS PLES_11721
96307	B7UWJ2	DER_PSEA8	GTPase Der (GTP-binding protein EngA)	der engA PLES_11751
121366	B7UWJ3	ETCB_PSEA8	Electron transport complex subunit B	PLES_15251
121298	B7UWJ4	ETCA_PSEA8	Electron transport complex subunit A	rnfA PLES_15261
453708	B7UWJ8	SYM_PSEA8	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG PLES_15301
91617	B7UWK0	DCD_PSEA8	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd PLES_15321
225941	B7UWK9	MAO1_PSEA8	NAD-dependent malic enzyme (NAD-ME) (EC 1.1.1.38)	maeA PLES_15411
329403	B7UWL8	PYRD_PSEA8	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD PLES_20091
334086	B7UWN0	QUEF_PSEA8	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	queF PLES_22661
460408	B7UWP0	TAL_PSEA8	Transaldolase (EC 2.2.1.2)	tal PLES_22761
484211	B7UWY4	TTCA_PSEA8	tRNA 2-thiocytidine biosynthesis protein TtcA	ttcA PLES_41171
438506	B7UX01	SPRT_PSEA8	Protein SprT	sprT PLES_41321
261171	B7UX15	NAPA_PSEA8	Periplasmic nitrate reductase (EC 1.7.99.4)	napA PLES_41471
89742	B7UX27	DAPE_PSEA8	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE PLES_41591
167140	B7UX51	HCHA_PSEA8	Protein deglycase HchA (EC 3.1.2.-) (EC 3.5.1.-)	hchA PLES_41841
133206	B7UX89	FLIE_PSEA8	Flagellar hook-basal body complex protein FliE	fliE PLES_42211
132805	B7UXA5	FLGI_PSEA8	Flagellar P-ring protein (Basal body P-ring protein)	flgI PLES_42371
132622	B7UXA6	FLGH_PSEA8	Flagellar L-ring protein (Basal body L-ring protein)	flgH PLES_42381
294866	B7UXE2	PDXH_PSEA8	Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase)	pdxH PLES_42741
525933	B7UXF2	Y4284_PSEA8	UPF0225 protein PLES_42841	PLES_42841
122307	B7UXJ1	EX7L_PSEA8	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	xseA PLES_11971
163066	B7UXJ9	GUAA_PSEA8	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	guaA PLES_12051
97346	B7UXM6	DGTL2_PSEA8	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	PLES_20171
242896	B7UXN9	MOBA_PSEA8	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	mobA PLES_20301
324709	B7UXT0	PUR7_PSEA8	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC PLES_43121
333590	B7UXV6	QUEC_PSEA8	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC PLES_43381
420580	B7UXW5	RUVB_PSEA8	Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)	ruvB PLES_43471
419824	B7UXW6	RUVA_PSEA8	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	ruvA PLES_43481
421193	B7UXW7	RUVC_PSEA8	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC)	ruvC PLES_43491
526057	B7UXW8	Y4350_PSEA8	Probable transcriptional regulatory protein PLES_43501	PLES_43501
447501	B7UXW9	SYDND_PSEA8	Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS)	aspS PLES_43511
433492	B7UXX2	SLYX_PSEA8	Protein SlyX homolog	slyX PLES_43541
454805	B7UXX6	SYP_PSEA8	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	proS PLES_43581
526073	B7UXY2	Y4364_PSEA8	UPF0761 membrane protein PLES_43641	PLES_43641
324179	B7UXY9	PUR5_PSEA8	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM PLES_43701
207976	B7UY17	KUP_PSEA8	Probable potassium transport system protein kup	kup PLES_43991
79736	B7UY29	CSRA_PSEA8	Carbon storage regulator homolog	csrA PLES_44111
30338	B7UY33	ASTE_PSEA8	Succinylglutamate desuccinylase (EC 3.5.1.96)	astE PLES_44151
30033	B7UY35	ASTB_PSEA8	N-succinylarginine dihydrolase (EC 3.5.3.23)	astB PLES_44171
301902	B7UY63	PHS_PSEA8	Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	PLES_44451
526290	B7UY78	Y4460_PSEA8	UPF0176 protein PLES_44601	PLES_44601
87071	B7UY90	CYSZ_PSEA8	Sulfate transporter CysZ	cysZ PLES_44721
6697	B7UYA0	ACKA_PSEA8	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA PLES_44821
327079	B7UYK0	PURT_PSEA8	Phosphoribosylglycinamide formyltransferase 2 (GART 2) (EC 2.1.2.-) (5'-phosphoribosylglycinamide transformylase 2) (Formate-dependent GAR transformylase) (GAR transformylase 2)	purT PLES_12291
402339	B7UYK6	RS16_PSEA8	30S ribosomal protein S16	rpsP PLES_12351
348171	B7UYK7	RIMM_PSEA8	Ribosome maturation factor RimM	rimM PLES_12361
477394	B7UYK8	TRMD_PSEA8	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD PLES_12371
515292	B7UYN4	Y1597_PSEA8	UPF0270 protein PLES_15971	PLES_15971
515377	B7UYP4	Y1607_PSEA8	UPF0502 protein PLES_16071	PLES_16071
126876	B7UYR6	FADB_PSEA8	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB PLES_20481
213815	B7UYS3	LEXA_PSEA8	LexA repressor (EC 3.4.21.88)	lexA PLES_20551
260442	B7UYS5	NAGZ_PSEA8	Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	nagZ PLES_20571
68174	B7UYW8	CMOB_PSEA8	tRNA U34 carboxymethyltransferase (EC 2.5.1.-)	cmoB PLES_45691
295166	B7UYW9	PDXJ_PSEA8	Pyridoxine 5'-phosphate synthase (PNP synthase) (EC 2.6.99.2)	pdxJ PLES_45701
341164	B7UYX0	RECO_PSEA8	DNA repair protein RecO (Recombination protein O)	recO PLES_45711
119642	B7UYX1	ERA_PSEA8	GTPase Era	era PLES_45721
384020	B7UYX2	RNC_PSEA8	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	rnc PLES_45731
211302	B7UYX5	LEPA_PSEA8	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)	lepA PLES_45761
491547	B7UYZ2	UNG_PSEA8	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	ung PLES_45931
526595	B7UZ17	Y4618_PSEA8	UPF0386 protein PLES_46181	PLES_46181
77123	B7UZG1	CRCB_PSEA8	Putative fluoride ion transporter CrcB	crcB PLES_47621
60998	B7UZG3	CH60_PSEA8	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL PLES_47641
59888	B7UZG4	CH10_PSEA8	10 kDa chaperonin (GroES protein) (Protein Cpn10)	groS groES PLES_47651
526849	B7UZH3	Y4774_PSEA8	UPF0234 protein PLES_47741	PLES_47741
427177	B7UZI1	SECA_PSEA8	Protein translocase subunit SecA	secA PLES_47821
220165	B7UZI4	LPXC_PSEA8	UDP-3-O-acyl-N-acetylglucosamine deacetylase (UDP-3-O-acyl-GlcNAc deacetylase) (EC 3.5.1.108) (UDP-3-O-[R-3-hydroxymyristoyl]-N-acetylglucosamine deacetylase)	lpxC PLES_47851
252959	B7UZI9	MURC_PSEA8	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC PLES_47901
254354	B7UZJ0	MURG_PSEA8	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG PLES_47911
245045	B7UZJ3	MRAY_PSEA8	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13) (UDP-MurNAc-pentapeptide phosphotransferase)	mraY PLES_47941
416841	B7UZJ8	RSMH_PSEA8	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW PLES_47991
245582	B7UZJ9	MRAZ_PSEA8	Transcriptional regulator MraZ	mraZ PLES_48001
526901	B7UZK2	Y4803_PSEA8	UPF0102 protein PLES_48031	PLES_48031
155511	B7UZK3	GMHA_PSEA8	Phosphoheptose isomerase (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase)	gmhA PLES_48041
413746	B7UZL0	RS9_PSEA8	30S ribosomal protein S9	rpsI PLES_48111
354319	B7UZL1	RL13_PSEA8	50S ribosomal protein L13	rplM PLES_48121
359473	B7UZM0	RL19_PSEA8	50S ribosomal protein L19	rplS PLES_12381
271096	B7UZT8	NQRB_PSEA8	Na(+)-translocating NADH-quinone reductase subunit B (Na(+)-NQR subunit B) (Na(+)-translocating NQR subunit B) (EC 1.6.5.8) (NQR complex subunit B) (NQR-1 subunit B)	nqrB PLES_20641
271156	B7UZU0	NQRD_PSEA8	Na(+)-translocating NADH-quinone reductase subunit D (Na(+)-NQR subunit D) (Na(+)-translocating NQR subunit D) (EC 1.6.5.8) (NQR complex subunit D) (NQR-1 subunit D)	nqrD PLES_20661
271250	B7UZU1	NQRE_PSEA8	Na(+)-translocating NADH-quinone reductase subunit E (Na(+)-NQR subunit E) (Na(+)-translocating NQR subunit E) (EC 1.6.5.8) (NQR complex subunit E) (NQR-1 subunit E)	nqrE PLES_20671
442381	B7UZU5	STHA_PSEA8	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	sthA PLES_20711
110354	B7UZW2	ECOT_PSEA8	Ecotin	eco PLES_23231
86125	B7UZY2	CYSD_PSEA8	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase) (SAT)	cysD PLES_48221
172013	B7UZY8	HIS1_PSEA8	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG PLES_48281
251879	B7UZY9	MURA_PSEA8	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA PLES_48291
526977	B7V004	Y4844_PSEA8	Nucleotide-binding protein PLES_48441	PLES_48441
526998	B7V012	Y4852_PSEA8	UPF0307 protein PLES_48521	PLES_48521
143790	B7V022	GATC_PSEA8	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-)	gatC PLES_48621
142613	B7V023	GATA_PSEA8	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA PLES_48631
143239	B7V024	GATB_PSEA8	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	gatB PLES_48641
527080	B7V055	Y4895_PSEA8	PKHD-type hydroxylase PLES_48951 (EC 1.14.11.-)	PLES_48951
533183	B7V073	YACG_PSEA8	DNA gyrase inhibitor YacG	yacG PLES_49131
196960	B7V0A0	ISPH_PSEA8	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)	ispH PLES_49401
451887	B7V0A3	SYI_PSEA8	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS PLES_49431
405729	B7V0A6	RS20_PSEA8	30S ribosomal protein S20	rpsT PLES_49461
313778	B7V0A8	PROB_PSEA8	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB PLES_49481
282162	B7V0A9	OBG_PSEA8	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg PLES_49491
365859	B7V0B0	RL27_PSEA8	50S ribosomal protein L27	rpmA PLES_49501
361931	B7V0B1	RL21_PSEA8	50S ribosomal protein L21	rplU PLES_49511
527165	B7V0B7	Y4957_PSEA8	UPF0114 protein PLES_49571	PLES_49571
418391	B7V0C8	RTCA_PSEA8	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4)	rtcA PLES_49681
246630	B7V0F9	MSCL_PSEA8	Large-conductance mechanosensitive channel	mscL PLES_49991
415423	B7V0H2	RSMC_PSEA8	Ribosomal RNA small subunit methyltransferase C (EC 2.1.1.172) (16S rRNA m2G1207 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase RsmC)	rsmC PLES_50121
492932	B7V0J2	UPP_PSEA8	Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase)	upp PLES_50321
169981	B7V0K1	HEMH_PSEA8	Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH PLES_50411
254800	B7V0K8	MURI_PSEA8	Glutamate racemase (EC 5.1.1.3)	murI PLES_50481
343923	B7V0L1	RF1_PSEA8	Peptide chain release factor 1 (RF-1)	prfA PLES_50511
168422	B7V0L2	HEM1_PSEA8	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)	hemA PLES_50521
217951	B7V0L4	LOLB_PSEA8	Outer-membrane lipoprotein LolB	lolB PLES_50541
195579	B7V0L5	ISPE_PSEA8	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE PLES_50551
365088	B7V0L7	RL25_PSEA8	50S ribosomal protein L25 (General stress protein CTC)	rplY ctc PLES_50571
322432	B7V0L8	PTH_PSEA8	Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29)	pth PLES_50581
100113	B7V0N6	DNAA_PSEA8	Chromosomal replication initiator protein DnaA	dnaA PLES_00001
340591	B7V0N8	RECF_PSEA8	DNA replication and repair protein RecF	recF PLES_00021
450517	B7V0P3	SYGB_PSEA8	Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS)	glyS PLES_00071
450155	B7V0P4	SYGA_PSEA8	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ PLES_00081
134550	B7V0Q3	FMT_PSEA8	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt PLES_00171
169293	B7V0Q9	HEM6_PSEA8	Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	hemF PLES_00231
478621	B7V0S0	TRPA_PSEA8	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA PLES_00341
452385	B7V0Z5	SYK_PSEA8	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	lysS PLES_12841
199464	B7V109	KAD_PSEA8	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	adk PLES_12981
221012	B7V147	LPXK_PSEA8	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	lpxK PLES_20811
518435	B7V148	Y2082_PSEA8	UPF0434 protein PLES_20821	PLES_20821
203308	B7V149	KDSB_PSEA8	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	kdsB PLES_20831
370687	B7V159	RL32_PSEA8	50S ribosomal protein L32	rpmF PLES_20931
207421	B7V167	KTHY_PSEA8	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk PLES_21011
457344	B7V188	SYT_PSEA8	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS PLES_23391
373109	B7V190	RL35_PSEA8	50S ribosomal protein L35	rpmI PLES_23411
248072	B7V1A3	MSRQ_PSEA8	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ (Flavocytochrome MsrQ)	msrQ PLES_50761
