847	57	P10276	NR1B1	Retinoic acid receptor alpha
848	56	P10275	DHTR 	Androgen receptor
849	51	P08908	ADRB2RL1 	5-hydroxytryptamine receptor 1A
850	50	P08588	ADRB1R 	Beta-1 adrenergic receptor
851	11104	Q61616	Drd1a 	D(1A) dopamine receptor
852	52	P08913	ADRA2R 	Alpha-2A adrenergic receptor
853	101249	P17157	SSG3	Cyclin-dependent protein kinase PHO85
854	103170	Q9Y2T6	GPR55	G-protein coupled receptor 55
855	108312	Q3U6B2	Ebi2	G-protein coupled receptor 183
856	109868	Q86VZ5	MOB 	Phosphatidylcholine:ceramide cholinephosphotransferase 1
857	100591	Q2KIM0	FUCA1	Tissue alpha-L-fucosidase
858	109866	Q28309	ADORA3	Adenosine receptor A3
859	109860	A8PUY1	LIP1, secretory lipase (Family 3)	LIP1, secretory lipase (Family 3)
860	109861	Q9Z1L0	Pik3cb	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform
861	109863	Q61180	Scnn1a	Amiloride-sensitive sodium channel subunit alpha
862	100912	Q06418	BYK 	Tyrosine-protein kinase receptor TYRO3
863	10029	P04114	APOB	Apolipoprotein B-100
864	11107	P22411	CD26	Dipeptidyl peptidase 4
865	104336	Q28905	PTGFR	Prostaglandin F2-alpha receptor
866	10794	P13716	ALAD	Delta-aminolevulinic acid dehydratase
867	12589	Q14940	NHE5	Sodium/hydrogen exchanger 5
868	12588	P48764	NHE3	Sodium/hydrogen exchanger 3
869	109882	O95453	DAN	Poly(A)-specific ribonuclease PARN
870	53	P0AES4	hisW 	DNA gyrase subunit A
871	109880	P47752	Edg5	Sphingosine 1-phosphate receptor 2
872	20132	Q01469	FABP5	Fatty acid-binding protein, epidermal
873	12851	P39877	PLA2G5	Calcium-dependent phospholipase A2
874	12850	O00483	NDUFA4	Cytochrome c oxidase subunit NDUFA4
875	11105	Q8IW41	PRAK	MAP kinase-activated protein kinase 5
876	12855	P30419	NMT	Glycylpeptide N-tetradecanoyltransferase 1
877	10024	P43144	Acra9	Neuronal acetylcholine receptor subunit alpha-9
878	12857	Q9NRR2	PRSS31 	Tryptase gamma
879	12584	Q9Y337	SCTE	Kallikrein-5
880	11036	P31421	Gprc1b 	Metabotropic glutamate receptor 2
881	11037	P29475	NOS1	Nitric oxide synthase, brain
882	103770	Q9H2X9	KCC2 	Solute carrier family 12 member 5
883	10797	Q13324	CRF2R 	Corticotropin-releasing factor receptor 2
884	103774	Q9UBE0	AOS1 	SUMO-activating enzyme subunit 1
885	11031	P06795	Abcb1 	Multidrug resistance protein 1B
886	17049	P06186	NR3C3	Progesterone receptor
887	11038	Q9Z0J4	Nos1	Nitric oxide synthase, brain
888	11039	P29477	Inosl	Nitric oxide synthase, inducible
889	109901	Q6P6C2	ABH5 	RNA demethylase ALKBH5
890	103913	P0A017	folA	Dihydrofolate reductase
891	103910	P48302	Ednrb	Endothelin B receptor
892	103914	Q53I59	PDEC	Phosphodiesterase
893	103915	Q06241	vanX	D-alanyl-D-alanine dipeptidase
894	105539	P07753	psbA	Photosystem II protein D1
895	100999	Q62976	Kcnma	Calcium-activated potassium channel subunit alpha-1
896	105186	Q5NGQ3	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH]
897	100157	P17931	MAC2	Galectin-3
898	12454	P05696	Pkca	Protein kinase C alpha type
899	11359	Q08499	DPDE3	cAMP-specific 3',5'-cyclic phosphodiesterase 4D
900	12456	Q7ZJM1	pol	Integrase
901	12451	O70282	Treh	Trehalase
902	12453	P21396	Maoa	Amine oxidase [flavin-containing] A
903	12452	P28494	Mana2	Alpha-mannosidase 2
904	11353	Q05823	RNS4	2-5A-dependent ribonuclease
905	11356	P48775	TDO	Tryptophan 2,3-dioxygenase
906	100159	Q14973	NTCP	Sodium/bile acid cotransporter
907	11354	P26640	G7A 	Valine--tRNA ligase
908	103608	Q7X575	SHV-11	Beta-lactamase
909	103609	Q75VQ4	NA	Neuraminidase
910	100481	P42330	DDH1 	Aldo-keto reductase family 1 member C3
911	100483	P23469	PTPRE	Receptor-type tyrosine-protein phosphatase epsilon
912	100485	O75365	PRL3	Protein tyrosine phosphatase type IVA 3
913	100484	P07374	Urease	Urease
914	100486	O60603	TIL4	Toll-like receptor 2
915	103826	P36107	AUR1	Inositol phosphorylceramide synthase catalytic subunit AUR1
916	103827	Q9Y745	aur1	Aureobasidin-resistance protein
917	103825	O13332	None	Inositol phosphorylceramide synthase
918	103820	Q48435	None	Beta-lactamase
919	103821	B8R6A5	penB1	Beta-lactamase
920	100804	P52700	Metallo-beta-lactamase L1 type 3	Metallo-beta-lactamase L1 type 3
921	116913	Q6TUJ4	blaIMP-1	Metallo beta-lactamase
922	100801	P04800	Cyp3a-1	Cytochrome P450 3A1
923	100800	P43253	Ptgir	Prostacyclin receptor
924	19610	P72355	pbp4	Penicillin-binding protein 4
925	103829	Q4U2R8	OAT1 	Solute carrier family 22 member 6
926	12738	P09237	MPSL1 	Matrilysin
927	12739	P20815	CYP3A5	Cytochrome P450 3A5
928	12731	P70470	Apt1	Acyl-protein thioesterase 1
929	12732	P39069	Ak1	Adenylate kinase isoenzyme 1
930	12733	Q8VH37	Hdac8	Histone deacetylase 8
931	17143	Q9TT92	ADAMTS5	A disintegrin and metalloproteinase with thrombospondin motifs 5
932	12735	P15735	PHKG2	Phosphorylase b kinase gamma catalytic chain, liver/testis isoform
933	12737	P16455	MGMT	Methylated-DNA--protein-cysteine methyltransferase
934	101608	Q9NYK1	TLR7	Toll-like receptor 7
935	101609	Q9NYP7	ELOVL2	Elongation of very long chain fatty acids protein 5
936	10999	P00689	Amy2	Pancreatic alpha-amylase
937	101600	Q04828	DDH 	Aldo-keto reductase family 1 member C1
938	101601	Q06000	Lpl	Lipoprotein lipase
939	10994	O88855	Bltr 	Leukotriene B4 receptor 1
940	101603	Q9NUX5	POT1	Protection of telomeres protein 1
941	10992	O15554	IK1 	Intermediate conductance calcium-activated potassium channel protein 4
942	101605	Q9NWT8	AIP 	Aurora kinase A-interacting protein
943	101606	Q9NXB9	SSC2	Elongation of very long chain fatty acids protein 2
944	10991	P70605	Kcnn3	Small conductance calcium-activated potassium channel protein 3
945	104258	P01137	TGFB	Transforming growth factor beta-1
946	105189	Q9BXA5	GPR91	Succinate receptor 1
947	104250	Q62190	Ron 	Macrophage-stimulating protein receptor
948	104251	O60741	BCNG1	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1
949	104252	Q9UL51	BCNG2	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2
950	104253	Q9P1Z3	KIAA1535	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3
951	104256	Q9NQR1	PRSET7 	N-lysine methyltransferase KMT5A
952	104257	Q9H5I1	KMT1B	Histone-lysine N-methyltransferase SUV39H2
953	101107	P10481	nanH	Sialidase
954	101192	A7L861	{ECO:0000313|EMBL:BAI48103.1	Squalene epoxidase
955	101195	A8RR46	bcl1	Beta-lactamase
956	101196	A9JQL9	crtM	Dehydrosqualene synthase
957	101197	B0BL08	dfrA17	Dihydrofolate reductase
958	101199	B0FL73	ADRB1	Beta-1 adrenergic receptor
959	105544	P32358	Trehalase	Trehalase
960	104425	Q99542	MMP18 	Matrix metalloproteinase-19
961	100939	P06400	RB1	Retinoblastoma-associated protein
962	105188	Q6PL18	None	ATPase family AAA domain-containing protein 2
963	12026	Q02880	TOP2B	DNA topoisomerase 2-beta
964	12020	P35563	5ht3 	5-hydroxytryptamine receptor 3A
965	12021	Q96DB2	HDAC11	Histone deacetylase 11
966	228	Q72547	pol	Reverse transcriptase/RNaseH
967	227	P41595	HTR2B	5-hydroxytryptamine receptor 2B
968	19903	P30098	TACR3	Neuromedin-K receptor
969	19900	P20395	Fshr	Follicle-stimulating hormone receptor
970	100932	Q9UBT6	DINB1	DNA polymerase kappa
971	12028	P53396	ACLY	ATP-citrate synthase
972	222	Q13224	NMDAR2B	Glutamate receptor ionotropic, NMDA 2B
973	19904	Q16602	CGRPR	Calcitonin gene-related peptide type 1 receptor
974	220	P21918	DRD1B 	D(1B) dopamine receptor
975	101514	P00569	AK1	Adenylate kinase isoenzyme 1
976	100412	Q9H4B4	CNK 	Serine/threonine-protein kinase PLK3
977	101516	P00623	Acidic phospholipase A2 beta	Acidic phospholipase A2 beta
978	101517	P00639	DNL1	Deoxyribonuclease-1
979	101510	Q9H6Z9	EGLN3	Egl nine homolog 3
980	101101	Q9Z1M0	P2x7	P2X purinoceptor 7
981	101044	Q6P179	LRAP	Endoplasmic reticulum aminopeptidase 2
982	108365	Q8CGU9	Ntph	Tryptophan 5-hydroxylase 2
983	101048	Q6PHR2	ULK3	Serine/threonine-protein kinase ULK3
984	101049	Q6PIU2	AADACL1 	Neutral cholesterol ester hydrolase 1
985	101518	P00640	pstIR	Type-2 restriction enzyme PstI
986	101519	P00642	ecoRIR	Type-2 restriction enzyme EcoRI
987	101284	O15648	pfk	ATP-dependent 6-phosphofructokinase
988	101285	O25801	asd	Aspartate-semialdehyde dehydrogenase
989	101287	P17752	TPH 	Tryptophan 5-hydroxylase 1
990	101280	O14980	CRM1	Exportin-1
991	109486	Q5HEN6	map	Methionine aminopeptidase
992	100029	Q9GJT6	DAT1	Sodium-dependent dopamine transporter
993	101283	O15245	OCT1	Solute carrier family 22 member 1
994	101288	P17865	ftsZ	Cell division protein FtsZ
995	101289	P18493	ADPRT	Poly [ADP-ribose] polymerase 1
996	100417	Q9UM73	ALK	ALK tyrosine kinase receptor
997	150	P54289	CACNL2A 	Voltage-dependent calcium channel subunit alpha-2/delta-1
998	153	P80404	GABAT	4-aminobutyrate aminotransferase, mitochondrial
999	152	P9WNL9	embA	Probable arabinosyltransferase A
1000	155	Q01959	DAT1	Sodium-dependent dopamine transporter
1001	154	Q01718	ACTHR	Adrenocorticotropic hormone receptor
1002	157	Q02127	DHODH	Dihydroorotate dehydrogenase (quinone), mitochondrial
1003	158	Q02643	GHRHR	Growth hormone-releasing hormone receptor
1004	100415	Q9BZL6	PKD2	Serine/threonine-protein kinase D2
1005	104581	Q60714	Fatp 	Long-chain fatty acid transport protein 1
1006	12583	Q9Y5K2	EMSP1 	Kallikrein-4
1007	104582	P49279	LSH 	Natural resistance-associated macrophage protein 1
1008	102965	P03070	Large T antigen	Large T antigen
1009	11762	P42260	Glur6	Glutamate receptor ionotropic, kainate 2
1010	102960	P26637	CDC60	Leucine--tRNA ligase, cytoplasmic
1011	109765	P0A988	None	DNA polymerase III subunit beta
1012	102962	Q962Y6	TGR	Thioredoxin glutathione reductase
1013	102963	P40231	orb5	Casein kinase II subunit alpha
1014	10899	Q15119	PDHK2	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial
1015	100827	O00482	B1F 	Nuclear receptor subfamily 5 group A member 2
1016	123	P32754	PPD	4-hydroxyphenylpyruvate dioxygenase
1017	12114	P10586	LAR	Receptor-type tyrosine-protein phosphatase F
1018	100992	Q13705	ACVR2B	Activin receptor type-2B
1019	100826	Q63371	P2ry6	P2Y purinoceptor 6
1020	12118	Q9ET01	Pygl	Glycogen phosphorylase, liver form
1021	12119	P0AC13	dhpS	Dihydropteroate synthase
1022	10824	P15309	ACPP	Prostatic acid phosphatase
1023	102412	Q9AQH7	dnaC	Replicative DNA helicase
1024	12854	P29276	Adora2b	Adenosine receptor A2b
1025	104100	Q59514	bla	Beta-lactamase BRO-1
1026	101462	O95271	PARP5A 	Tankyrase-1
1027	10825	P09810	Tph	Tryptophan 5-hydroxylase 1
1028	101464	O95819	HGK 	Mitogen-activated protein kinase kinase kinase kinase 4
1029	104105	Q8WWX8	KST1 	Sodium/myo-inositol cotransporter 2
1030	101466	O95870	BAT5 	Protein ABHD16A
1031	101467	O96214	pk7	Uncharacterized protein
1032	104108	P9WJM9	cysS2	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
1033	104109	P9WQP7	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
1034	12856	Q02734	Siat6	CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase
1035	11645	O34483	ptsK 	HPr kinase/phosphorylase
1036	100989	Q13510	ASAH	Acid ceramidase
1037	10179	Q03405	MO3 	Urokinase plasminogen activator surface receptor
1038	101268	Q8TCW9	GPR73 	Prokineticin receptor 1
1039	103773	Q15788	BHLHE74 	Nuclear receptor coactivator 1
1040	10170	P16083	NMOR2	Ribosyldihydronicotinamide dehydrogenase [quinone]
1041	105501	O35904	Pik3cd	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform
1042	10177	P54750	PDE1A	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A
1043	11035	Q95323	CA4	Carbonic anhydrase 4
1044	10378	P07858	CPSB	Cathepsin B
1045	11760	O88420	Scn8a	Sodium channel protein type 8 subunit alpha
1046	10372	P08263	GSTA1	Glutathione S-transferase A1
1047	10373	P07288	APS	Prostate-specific antigen
1048	10371	Q13163	MEK5 	Dual specificity mitogen-activated protein kinase kinase 5
1049	99	P23945	LGR1	Follicle-stimulating hormone receptor
1050	101504	Q9H0K1	KIAA0781 	Serine/threonine-protein kinase SIK2
1051	101262	Q8R2Y0	Abhd6	Monoacylglycerol lipase ABHD6
1052	19639	Q9NWZ3	IRAK4	Interleukin-1 receptor-associated kinase 4
1053	10773	P25025	IL8RB	C-X-C chemokine receptor type 2
1054	105611	A0AVT1	MOP4 	Ubiquitin-like modifier-activating enzyme 6
1055	105346	P00746	DF 	Complement factor D
1056	105617	P46092	GPR2	C-C chemokine receptor type 10
1057	10777	P13051	DGU 	Uracil-DNA glycosylase
1058	10775	Q9Y231	FUT9	Alpha-(1,3)-fucosyltransferase 9
1059	102560	Q45614	yycG	Sensor histidine kinase WalK
1060	102561	Q2KJ64	ARG1	Arginase-1
1061	102562	Q3ZCJ8	CTSC	Dipeptidyl peptidase 1
1062	100828	Q13285	AD4BP 	Steroidogenic factor 1
1063	12200	P23739	Si	Sucrase-isomaltase, intestinal
1064	12202	P26255	Adrb3r	Beta-3 adrenergic receptor
1065	12203	Q9I8D0	ATP6V0A1	V-type proton ATPase 116 kDa subunit a isoform 1
1066	109596	P25085	Il-1ra	Interleukin-1 receptor antagonist protein
1067	104566	Q75ZY9	MET	Hepatocyte growth factor receptor
1068	104567	Q869C3	ACE1 	Acetylcholinesterase
1069	11827	P19320	L1CAM	Vascular cell adhesion protein 1
1070	11821	Q08828	ADCY1	Adenylate cyclase type 1
1071	104564	P03483	NA	Neuraminidase
1072	10518	P30277	Ccnb1	G2/mitotic-specific cyclin-B1
1073	104565	Q6DLS0	REN	Renin
1074	10513	Q01815	Cach2 	Voltage-dependent L-type calcium channel subunit alpha-1C
1075	10511	Q00975	CACH5 	Voltage-dependent N-type calcium channel subunit alpha-1B
1076	14071	P03234	Capsid scaffolding protein	Capsid scaffolding protein
1077	10517	P11597	CETP	Cholesteryl ester transfer protein
1078	10514	P22002	Cach2 	Voltage-dependent L-type calcium channel subunit alpha-1C
1079	10515	P27732	Cach3 	Voltage-dependent L-type calcium channel subunit alpha-1D
1080	102744	Q9UM07	PAD4 	Protein-arginine deiminase type-4
1081	103048	O75884	BOG 	Putative hydrolase RBBP9
1082	102747	Q8TCT1	PHOSPHO1	Phosphoethanolamine/phosphocholine phosphatase
1083	102741	O15294	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit
1084	104561	Q6YP21	CCBL2 	Kynurenine--oxoglutarate transaminase 3
1085	13081	P18440	AAC1	Arylamine N-acetyltransferase 1
1086	108307	O43739	ARNO3 	Cytohesin-3
1087	13082	P12938	Cyp2d-3	Cytochrome P450 2D3
1088	102986	Q197X6	FPPS	Farnesyl diphosphate synthase
1089	11910	Q13946	PDE7A	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A
1090	11913	Q8BGY9	Cht1	High affinity choline transporter 1
1091	11912	O75469	PXR	Nuclear receptor subfamily 1 group I member 2
1092	11915	P30204	Scvr	Macrophage scavenger receptor types I and II
1093	102983	P04185	PLAU	Urokinase-type plasminogen activator
1094	11919	P10696	ALPPL	Alkaline phosphatase, placental-like
1095	10245	P9WKE1	tmk	Thymidylate kinase
1096	102988	Q6R7Z5	Cathepsin B-like cysteine protease	Cathepsin B-like cysteine protease
1097	102989	Q964Q8	SPPS	Solanesyl diphosphate synthase
1098	12932	P03887	MTND1 	NADH-ubiquinone oxidoreductase chain 1
1099	12933	P00787	Ctsb	Cathepsin B
1100	12930	P51787	KCNA8 	Potassium voltage-gated channel subfamily KQT member 1
1101	12936	P03905	MTND4 	NADH-ubiquinone oxidoreductase chain 4
1102	108054	P55201	BR140	Peregrin
1103	109503	Q99436	Z	Proteasome subunit beta type-7
1104	109502	Q8K4Z6	Gprc6a	G-protein coupled receptor family C group 6 member A
1105	12938	P00730	CPA	Carboxypeptidase A1
1106	101424	P26019	DNApol-alpha 	DNA polymerase alpha catalytic subunit
1107	10206	P06746	POLB	DNA polymerase beta
1108	10207	P22694	PRKACB	cAMP-dependent protein kinase catalytic subunit beta
1109	10205	Q93086	P2X5	P2X purinoceptor 5
1110	104568	Q5XXA6	DOG1 	Anoctamin-1
1111	10200	P14174	GLIF 	Macrophage migration inhibitory factor
1112	10201	Q13126	MSAP	S-methyl-5'-thioadenosine phosphorylase
1113	104569	Q91XA9	Chia1	Acidic mammalian chitinase
1114	10208	Q9UKR0	KLKL5	Kallikrein-12
1115	10209	P34969	HTR7	5-hydroxytryptamine receptor 7
1116	107619	Q8TBE9	C20orf147 	N-acylneuraminate-9-phosphatase
1117	10197	P49841	GSK3B	Glycogen synthase kinase-3 beta
1118	10192	P07306	CLEC4H1	Asialoglycoprotein receptor 1
1119	10193	P00915	CA1	Carbonic anhydrase 1
1120	10190	P47211	GALNR 	Galanin receptor type 1
1121	20044	P00599	Basic phospholipase A2 1	Basic phospholipase A2 1
1122	107611	P03313	Genome polyprotein	Genome polyprotein
1123	107610	P19550	env	Envelope glycoprotein gp160
1124	103591	Q86SK9	ACOD4 	Stearoyl-CoA desaturase 5
1125	107612	Q9BVJ7	LDP3 	Dual specificity protein phosphatase 23
1126	107615	P26045	PTPH1	Tyrosine-protein phosphatase non-receptor type 3
1127	107614	Q13332	PTPRS	Receptor-type tyrosine-protein phosphatase S
1128	10198	P22460	KCNA5	Potassium voltage-gated channel subfamily A member 5
1129	10199	P07195	LDHB	L-lactate dehydrogenase B chain
1130	100965	Q61096	Prtn3	Myeloblastin
1131	100660	P04191	ATP2A1	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1
1132	100962	Q60751	Igf1r	Insulin-like growth factor 1 receptor
1133	109832	Q9EQZ6	Cgef2 	Rap guanine nucleotide exchange factor 4
1134	106624	P62615	ipk 	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
1135	109473	O35084	Cyp27b 	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial
1136	109471	Q81W29	None	Inosine-5'-monophosphate dehydrogenase
1137	105228	Q9VFK6	KMT5A	Histone-lysine N-methyltransferase pr-set7
1138	109479	P18669	PGAMA	Phosphoglycerate mutase 1
1139	109478	Q2V0Q7	CCR1	Chemokine (C-C motif) receptor 1
1140	103167	Q7Z2W7	LTRPC6 	Transient receptor potential cation channel subfamily M member 8
1141	103165	P61964	BIG3	WD repeat-containing protein 5
1142	11134	P18054	12LO 	Arachidonate 12-lipoxygenase, 12S-type
1143	103163	P32302	BLR1 	C-X-C chemokine receptor type 5
1144	11132	P47895	ALDH6	Aldehyde dehydrogenase family 1 member A3
1145	11131	P30838	ALDH3	Aldehyde dehydrogenase, dimeric NADP-preferring
1146	103160	P03452	HA	Hemagglutinin
1147	103169	Q9WV60	Gsk3b	Glycogen synthase kinase-3 beta
1148	11138	P08546	HFLF2	DNA polymerase catalytic subunit
1149	18080	Q9Y5Y9	SCN10A	Sodium channel protein type 10 subunit alpha
1150	109873	Q9ER60	Scn4a	Sodium channel protein type 4 subunit alpha
1151	109872	Q68V28	Scn1a	Sodium channel protein type 1 subunit alpha
1152	109874	O15382	BCATM 	Branched-chain-amino-acid aminotransferase, mitochondrial
1153	12594	P05177	CYP1A2	Cytochrome P450 1A2
1154	108300	P00380	folA	Dihydrofolate reductase
1155	12591	O88766	Mmp8	Neutrophil collagenase
1156	12592	P14780	CLG4B	Matrix metalloproteinase-9
1157	12593	P09238	STMY2	Stromelysin-2
1158	107969	Q12830	FAC1 	Nucleosome-remodeling factor subunit BPTF
1159	12598	O95622	ADCY5	Adenylate cyclase type 5
1160	107584	Q6E213	DC4 	Acyl-CoA wax alcohol acyltransferase 2
1161	12848	O15228	DAPAT 	Dihydroxyacetone phosphate acyltransferase
1162	11868	P42679	CTK 	Megakaryocyte-associated tyrosine-protein kinase
1163	12840	P07333	FMS	Macrophage colony-stimulating factor 1 receptor
1164	100862	Q969F8	AXOR12 	KiSS-1 receptor
1165	12847	P04070	PROC	Vitamin K-dependent protein C
1166	12844	P51993	FCT3A	Alpha-(1,3)-fucosyltransferase 6
1167	12845	P35575	G6PT	Glucose-6-phosphatase
1168	11003	P41968	MC3R	Melanocortin receptor 3
1169	11000	Q9EPX4	P2y12	P2Y purinoceptor 12
1170	11007	P35345	Mc5r	Melanocortin receptor 5
1171	11006	P33032	MC5R	Melanocortin receptor 5
1172	11005	P70596	Mc4r	Melanocortin receptor 4
1173	11004	P33033	Mc3r	Melanocortin receptor 3
1174	103769	P55011	NKCC1	Solute carrier family 12 member 2
1175	103768	Q9Y6Q9	AIB1 	Nuclear receptor coactivator 3
1176	108270	Q9Y2K6	KIAA1003 	Ubiquitin carboxyl-terminal hydrolase 20
1177	108271	P0C6U6	Replicase polyprotein 1a	Replicase polyprotein 1a
1178	109886	P02511	CRYA2 	Alpha-crystallin B chain
1179	108277	H9B8T9	Cathepsin B	Cathepsin B
1180	108274	Q9R0R3	Apel	Apelin
1181	102711	Q9Y2U5	MAPKKK2 	Mitogen-activated protein kinase kinase kinase 2
1182	100861	O88410	Cmkar3	C-X-C chemokine receptor type 3
1183	10151	P15382	KCNE1	Potassium voltage-gated channel subfamily E member 1
1184	103909	P0A0I7	agr	Accessory gene regulator protein A
1185	103900	Q9WV26	AGTR1	Type-1 angiotensin II receptor
1186	12515	P10760	Ahcy	Adenosylhomocysteinase
1187	100663	P00883	ALDOA	Fructose-bisphosphate aldolase A
1188	11344	Q9GJU1	DRD2	D(2) dopamine receptor
1189	11346	Q8SPQ9	COX-2	Cyclooxygenase 2
1190	11343	Q8HZR1	COX1	Prostaglandin G/H synthase 1
1191	104574	P60484	MMAC1 	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN
1192	11668	P19493	Glur4	Glutamate receptor 4
1193	109928	Q9YQ30	None	HIV-1 protease
1194	100122	P15149	Cyp2a-2	Cytochrome P450 2A2
1195	12447	Q76MZ3	Ppp2r1a	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
1196	100120	P15393	Cyp11b-1	Cytochrome P450 11B1, mitochondrial
1197	100121	P08683	Cyp2c 	Cytochrome P450 2C11
1198	100126	P15056	BRAF1 	Serine/threonine-protein kinase B-raf
1199	100127	P09769	SRC2	Tyrosine-protein kinase Fgr
1200	100124	P00183	cyp101	Camphor 5-monooxygenase
1201	101564	Q9NBD4	Cysteine protease falcipain-2	Cysteine protease falcipain-2
1202	109257	Q56950	irp5	Salicyl-AMP ligase
1203	103584	P13501	D17S136E 	C-C motif chemokine 5
1204	100128	P11274	BCR1 	Breakpoint cluster region protein
1205	100129	P54760	HTK 	Ephrin type-B receptor 4
1206	103581	Q2KHZ8	GBA	Glucosylceramidase
1207	103580	P9WNP5	menB	1,4-dihydroxy-2-naphthoyl-CoA synthase
1208	12448	Q9HCR9	PDE11A	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A
1209	12449	P31422	Gprc1c 	Metabotropic glutamate receptor 3
1210	109925	O55017	Cach5 	Voltage-dependent N-type calcium channel subunit alpha-1B
1211	103619	P22309	GNT1 	UDP-glucuronosyltransferase 1-1
1212	101561	Q9K2N0	bla 	Beta-lactamase class B VIM-2
1213	103616	O54699	Ent2	Equilibrative nucleoside transporter 2
1214	103612	P03470	NA	Neuraminidase
1215	103835	P24928	POLR2	DNA-directed RNA polymerase II subunit RPB1
1216	103834	Q3UVX5	Gprc1e 	Metabotropic glutamate receptor 5
1217	103837	Q9Z0U5	Ao	Aldehyde oxidase 1
1218	103836	O54754	Ao 	Aldehyde oxidase 1
1219	103830	Q8TCC7	OAT3	Solute carrier family 22 member 8
1220	100156	P50454	CBP1 	Serpin H1
1221	19623	P51617	IRAK	Interleukin-1 receptor-associated kinase 1
1222	100832	Q03330	ADA4 	Histone acetyltransferase GCN5
1223	100833	Q8TD08	ERK7 	Mitogen-activated protein kinase 15
1224	100834	Q16644	MAPKAPK3	MAP kinase-activated protein kinase 3
1225	12457	Q7TSF2	Vglut3	Vesicular glutamate transporter 3
1226	100836	Q8TDX7	NEK7	Serine/threonine-protein kinase Nek7
1227	19624	O96935	M1 family aminopeptidase	M1 family aminopeptidase
1228	101616	P04292	DNA polymerase catalytic subunit	DNA polymerase catalytic subunit
1229	108019	Q4E657	pfk	ATP-dependent 6-phosphofructokinase
1230	100154	O43184	MLTN	Disintegrin and metalloproteinase domain-containing protein 12
1231	101613	Q9P289	MASK 	Serine/threonine-protein kinase 26
1232	101612	Q9P0L2	KIAA1477 	Serine/threonine-protein kinase MARK1
1233	101611	Q9NZ08	APPILS 	Endoplasmic reticulum aminopeptidase 1
1234	101610	Q9NYY3	SNK	Serine/threonine-protein kinase PLK2
1235	104160	Q53EL6	H731	Programmed cell death protein 4
1236	101618	P04415	43	DNA-directed DNA polymerase
1237	104247	Q9QUK6	Lps	Toll-like receptor 4
1238	104246	Q12772	BHLHD2 	Sterol regulatory element-binding protein 2
1239	101401	Q99LR1	Abhd12	Monoacylglycerol lipase ABHD12
1240	104243	P0C5S6	luxN	Autoinducer 1 sensor kinase/phosphatase LuxN
1241	100151	P00488	F13A	Coagulation factor XIII A chain
1242	104241	P9WG57	thyX	Flavin-dependent thymidylate synthase
1243	104249	Q9IGQ6	NA	Neuraminidase
1244	104248	Q9NZ45	C10orf70 	CDGSH iron-sulfur domain-containing protein 1
1245	107974	B3VTJ2	PDE2A3	Phosphodiesterase
1246	100238	P29853	lacA	Beta-galactosidase
1247	100239	P68890	None	Glutamyl-tRNA(Gln) amidotransferase subunit C
1248	100588	Q54A96	dhod	Dihydroorotate dehydrogenase
1249	100235	O13428	GSC1	Beta-1,3-glucan synthase catalytic subunit 1
1250	100904	P35573	GDE	Glycogen debranching enzyme
1251	102599	P0AD63	shv1	Beta-lactamase SHV-1
1252	100906	P35590	TIE	Tyrosine-protein kinase receptor Tie-1
1253	100907	P36894	ACVRLK3 	Bone morphogenetic protein receptor type-1A
1254	101188	Q8IVH8	RAB8IPL1	Mitogen-activated protein kinase kinase kinase kinase 3
1255	101187	Q8G2R2	None	Histidinol dehydrogenase
1256	101186	Q8CGM4	Oprm1	Mu-opioid receptor
1257	101184	Q8BLF1	Aadacl1 	Neutral cholesterol ester hydrolase 1
1258	101183	Q86Z02	KIAA0630 	Homeodomain-interacting protein kinase 1
1259	100909	P37023	ACVRLK1 	Serine/threonine-protein kinase receptor R3
1260	101181	Q86X55	PRMT4	Histone-arginine methyltransferase CARM1
1261	103593	P50053	KHK	Ketohexokinase
1262	12051	P51635	Alr	Alcohol dehydrogenase [NADP(+)]
1263	12050	Q9R0C9	Oprs1	Sigma non-opioid intracellular receptor 1
